Track,Album Name,Artist,All Time Rank,Track Score,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity
STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem) - Single,Lil Nas X,396,76.6,80340.0,18339674.0,68.0
Desesperados,VICE VERSA,Rauw Alejandro,397,76.6,119558.0,50631491.0,78.0
Sugar,V (Deluxe),Maroon 5,399,76.6,186038.0,69903249.0,75.0
"Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version]","Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version] - Single",Abd El Fattah Grini,402,76.2,245.0,79264.0,28.0
Old Town Road - Remix,Old Town Road,Lil Nas X,404,76.2,186252.0,34012219.0,68.0
Let Me Love You,Encore,DJ Snake,403,76.2,205482.0,89333146.0,80.0
Envolver,Envolver - Single,Anitta,401,76.2,77669.0,44546385.0,65.0
Oublie-moi,Oublie-moi,Emkal,405,76.0,11288.0,327900.0,42.0
MAESTRO,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,407,75.7,1629.0,14912783.0,75.0
you broke me first,you broke me first,Tate McRae,409,75.6,169076.0,47204234.0,77.0
Relationship (feat. Future),Beautiful Thugger Girls,Young Thug,410,75.5,89812.0,13215590.0,61.0
Pretty - Sped Up,Pretty,MEYY,411,75.4,498.0,521031.0,40.0
LA FALDA,LA FALDA - Single,Myke Towers,416,75.3,29235.0,106808249.0,82.0
Cradles,Cradles,Sub Urban,418,75.2,155765.0,20317539.0,68.0
Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,417,75.2,323997.0,86092004.0,72.0
Angel Numbers / Ten Toes,11:11,Chris Brown,419,75.1,40225.0,15526253.0,75.0
MASHA ULTRAFUNK,MASHA ULTRAFUNK,HISTED,422,74.9,2141.0,18509359.0,76.0
Under The Influence,Indigo (Extended),Chris Brown,423,74.9,202465.0,56664631.0,79.0
Life Goes On,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,424,74.8,142225.0,16247309.0,68.0
BATTER UP,BABYMONSTER Debut Digital Single [BATTER UP],BABYMONSTER,426,74.5,6748.0,14377499.0,80.0
SI NO ES CONTIGO,SI NO ES CONTIGO,Cris Mj,427,74.5,2099.0,98932469.0,81.0
Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,Metro Boomin,429,74.4,142076.0,31958929.0,79.0
Rock and A Hard Place,Rock and A Hard Place,Bailey Zimmerman,430,74.4,59749.0,11166198.0,73.0
Wanna Be,Wanna Be (Alternate Versions),GloRilla,433,74.1,4228.0,57383746.0,77.0
Don't Let Me Down,Pop Party,The Chainsmokers,432,74.1,206507.0,80884955.0,76.0
DDU-DU DDU-DU,SQUARE UP,BLACKPINK,434,74.0,51129.0,14859569.0,65.0
Wake Me Up,TRUE,Avicii,436,73.7,347004.0,112575684.0,81.0
Overdrive (feat. Norma Jean Martine),Overdrive (feat. Norma Jean Martine),Ofenbach,437,73.6,20983.0,96389865.0,80.0
Chulo pt.2,Chulopt2,Bad Gyal,438,73.6,42351.0,29908589.0,69.0
All Girls Are The Same,All Girls Are The Same,Juice WRLD,439,73.5,219797.0,40289611.0,76.0
Push Up - Main Edit,Push Up - Single,Creeds,441,73.4,81319.0,88956153.0,77.0
Kings & Queens,Kings & Queens,Ava Max,440,73.4,130031.0,24897061.0,73.0
Adore You,Adore You,Harry Styles,442,73.2,171120.0,93127826.0,78.0
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,443,73.2,304394.0,58905241.0,78.0
UNAVAILABLE (feat. Musa Keys),Timeless,Davido,444,73.2,51032.0,16505336.0,68.0
Million Dollar Baby (Vhs),Million Dollar Baby - Single,Tommy Richman,445,73.1,5049.0,856394.0,2.0
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",Taki Taki,DJ Snake,446,73.0,37830.0,10568342.0,65.0
"Chaleya (From ""Jawan"")","Chaleya (From ""Jawan"")",Anirudh Ravichander,447,73.0,18958.0,16311735.0,70.0
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,448,73.0,24878.0,16888060.0,42.0
ADIVINO,ADIVINO - Single,Myke Towers,449,72.9,11425.0,115304111.0,84.0
THE BOX MEDLEY FUNK 2,THE BOX MEDLEY FUNK 2,THE BOX,450,72.8,3010.0,33303786.0,78.0
Cruel Summer,Lover,Taylor Swift,451,72.8,121479.0,201964859.0,88.0
Unforgettable,EPIC AF,French Montana,454,72.6,275044.0,91691537.0,82.0
EASY,EASY,LE SSERAFIM,455,72.4,7192.0,20908017.0,78.0
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Peso Pluma: Bzrp Music Sessions, Vol. 55 - Single",Bizarrap,456,72.2,47202.0,14298402.0,70.0
Lose My Breath (Feat. Charlie Puth),Lose My Breath,Stray Kids,457,72.0,1665.0,25533535.0,57.0
Move,Move - Single,Adam Port,459,71.9,1348.0,19711644.0,67.0
F.N,F.N,Lil Tjay,461,71.7,186835.0,18420557.0,70.0
Say You Won't Let Go,Say You Won't Let Go,James Arthur,462,71.5,233504.0,128647419.0,82.0
Blank Space,1989 (Deluxe),Taylor Swift,463,71.5,157465.0,49558504.0,76.0
Girls Like You,Red Pill Blues (Deluxe),Maroon 5,464,71.4,43481.0,8855966.0,63.0
HUMBLE.,HUMBLE.,Kendrick Lamar,466,71.4,311766.0,77191099.0,80.0
Forget Me,Forget Me,Lewis Capaldi,465,71.4,53783.0,14916823.0,69.0
Scared To Start,Scared To Start,Michael Marcagi,469,71.2,23417.0,101687677.0,84.0
Super Freaky Girl,Super Freaky Girl,Nicki Minaj,468,71.2,88241.0,44497733.0,64.0
Miracle (with Ellie Goulding),Miracle (with Ellie Goulding),Calvin Harris,470,71.1,91229.0,100955340.0,74.0
Somebody That I Used To Know,Making Mirrors (Deluxe),Gotye,471,71.0,352833.0,87651528.0,74.0
We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,474,70.6,161156.0,90365431.0,78.0
Oh No,Cold As Ice,Kreepa,473,70.6,14548.0,3212878.0,41.0
Pop Out (feat. Lil Tjay),Pop Out (feat. Lil TJay),Polo G,472,70.6,181654.0,27803039.0,70.0
7 Years,Lukas Graham (Blue Album),Lukas Graham,475,70.5,218955.0,70223741.0,78.0
Something in the Orange,Something in the Orange,Zach Bryan,478,70.4,134151.0,56220971.0,82.0
"Happy - From ""Despicable Me 2""",538 Hitzone Best Of 2013,Pharrell Williams,476,70.4,204118.0,68556599.0,75.0
Bailando Bachata,Bailando Bachata - Single,Chayanne,479,70.2,15391.0,18104979.0,72.0
Treat You Better,Treat You Better,Shawn Mendes,481,70.2,183260.0,79238401.0,80.0
Let Her Go,Let Her Go,Passenger,484,70.1,84884.0,25149126.0,69.0
Fall Back,Fall Back / Selfish Game - Single,Lithe,485,70.1,10811.0,34967691.0,81.0
Stressed Out,Stressed Out,Twenty One Pilots,482,70.1,333612.0,85684817.0,79.0
Astronaut In The Ocean,Astronaut In The Ocean (International Remixes),Masked Wolf,486,70.0,233472.0,41467312.0,67.0
All of Me,Love In The Future (South Africa Tour Edition),John Legend,487,69.8,259202.0,144805002.0,80.0
2055,2055,Sleepy Hallow,488,69.7,195603.0,31185690.0,77.0
Bandit,Bandit - Single,Don Toliver,490,69.6,19834.0,64067368.0,12.0
Redbone,Redbone,Childish Gambino,489,69.6,377159.0,51251842.0,76.0
Yimmy Yimmy,Yimmy Yimmy (feat. Jacqueline Fernandez) - Single,Tayc,491,69.5,1305.0,5420569.0,74.0
You Proof,You Proof,Morgan Wallen,494,69.3,64367.0,18795673.0,79.0
Enemy (with JID) - from the series Arcane League of Legends,Mercury - Act 1,Imagine Dragons,495,69.2,240419.0,57503380.0,75.0
Break My Heart,Break My Heart,Dua Lipa,496,69.2,130486.0,49149923.0,71.0
Shut Down,BORN PINK,BLACKPINK,497,69.0,39852.0,17682503.0,67.0
Never Let Go,Never Let Go - Single,Jung Kook,499,68.9,722.0,63940453.0,81.0
Chill Vibes,Chill Vibes,Tollan Kim,501,68.8,560.0,367540.0,32.0
MIA (feat. Drake),MIA (feat. Drake),Bad Bunny,503,68.7,159832.0,44868247.0,71.0
Toosie Slide,Toosie Slide,Drake,505,68.7,200623.0,36388485.0,64.0
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,504,68.7,5179.0,38317286.0,80.0
Ballin' (with Roddy Ricch),Perfect Ten,Mustard,502,68.7,200091.0,36757073.0,69.0
La llama que Baila,La llama que Baila,El Reino Infantil,508,68.5,145.0,25771.0,22.0
Ain't No Love In Oklahoma (From Twisters: The Album),Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,507,68.5,3565.0,32881291.0,79.0
Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,509,68.2,83450.0,40562156.0,68.0
El Merengue,El Merengue - Single,Marshmello,510,68.2,59791.0,80570021.0,75.0
Made For Me,Made For Me,Muni Long,513,68.1,13253.0,40716529.0,76.0
TELEKINESIS,UTOPIA,Travis Scott,512,68.1,92838.0,14575457.0,75.0
Daqui pra Sempre,Daqui pra Sempre,Manu,514,68.0,12794.0,30495153.0,76.0
Martin & Gina,THE GOAT,Polo G,516,68.0,212406.0,24064966.0,76.0
"thank u, next","thank u, next",Ariana Grande,515,68.0,134913.0,54753824.0,73.0
One Dance,One Dance (feat. Wizkid & Kyla) - Single,Drake,518,67.9,379853.0,131832723.0,82.0
ily (i love you baby) (feat. Emilee),ily (feat. Emilee),Surf Mesa,517,67.9,160875.0,50549340.0,70.0
Hope,?,XXXTENTACION,519,67.8,201082.0,35338608.0,78.0
TRUSTFALL,TRUSTFALL,P!nk,520,67.6,35610.0,35412821.0,65.0
Intentions (feat. Quavo),Intentions,Justin Bieber,521,67.5,124387.0,38596274.0,69.0
PRC,PRC,Peso Pluma,522,67.4,52040.0,23580184.0,69.0
Lemonade,Lemonade,Internet Money,523,67.3,280937.0,43396860.0,12.0
WITHOUT YOU,F*CK LOVE (SAVAGE),The Kid LAROI,524,67.0,192182.0,29317288.0,69.0
LET GO,LET GO,Central Cee,526,66.9,131562.0,25729246.0,70.0
No Idea,No Idea,Don Toliver,529,66.8,176497.0,26466335.0,74.0
Love Yourself,Love Yourself,Justin Bieber,530,66.8,221550.0,85152861.0,78.0
Cari Mama Muda (Senorita Joven) - Original Mix,Cari Mama Muda (Senorita Joven),Carella,532,66.6,53.0,14039.0,7.0
Need A Favor,NEED A FAVOR,Jelly Roll,533,66.5,26335.0,16587886.0,73.0
Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),Jasleen Royal,534,66.4,19549.0,12641512.0,74.0
Work from Home (feat. Ty Dolla $ign),Pop Party,Fifth Harmony,535,66.4,126593.0,41728493.0,71.0
Anabella,Anabella,Khaid,536,66.3,2424.0,586834.0,52.0
Bam Bam (feat. Ed Sheeran),#NAME?,Camila Cabello,539,66.2,106835.0,71070491.0,68.0
Single Soon,Single Soon,Selena Gomez,538,66.2,18831.0,38391532.0,70.0
Falling Down - Bonus Track,Falling Down,Lil Peep,541,66.1,189320.0,31366549.0,76.0
Sin Pijama,Sin Pijama,Becky G,542,65.9,70607.0,24678614.0,61.0
Wasted On You,Dangerous: The Double Album,Morgan Wallen,545,65.7,73851.0,11500647.0,79.0
Murder In My Mind,Murder In My Mind,Kordhell,547,65.6,120095.0,62454609.0,74.0
Unstoppable,Unstoppable,Sia,548,65.5,166761.0,75244498.0,76.0
traitor,SOUR,Olivia Rodrigo,550,65.5,150597.0,73290053.0,80.0
goosebumps,Birds In The Trap Sing McKnight,Travis Scott,549,65.5,381756.0,90317118.0,82.0
Hrs and Hrs,Public Displays of Affection,Muni Long,551,65.3,58384.0,11312967.0,67.0
Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,553,65.0,62333.0,28686399.0,70.0
Angel Baby,Angel Baby,Troye Sivan,554,64.9,51383.0,15263459.0,68.0
Way 2 Sexy (with Future & Young Thug),Certified Lover Boy,Drake,555,64.7,159492.0,30567448.0,67.0
SORRY 4 THAT MUCH,SORRY 4 THAT MUCH,Feid,557,64.5,1184.0,87529320.0,71.0
PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,Future,560,64.3,135307.0,21175776.0,71.0
3D (feat. Jack Harlow),3D (feat. Jack Harlow),Jung Kook,559,64.3,27154.0,33077841.0,74.0
XO Tour Llif3,XO TOUR Llif3,Lil Uzi Vert,562,64.2,59071.0,11326598.0,24.0
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),Rihanna,563,64.2,66018.0,36625617.0,65.0
Desire (with Sam Smith),Desire (with Sam Smith),Calvin Harris,561,64.2,43558.0,87204848.0,75.0
Cute,Cute,Aurel Surya Lie,564,64.1,90.0,4986.0,21.0
Cold Heart - PNAU Remix,Diamonds (Deluxe),Elton John,565,64.0,314601.0,173805568.0,77.0
In My Mind,In My Mind,Dynoro,567,63.8,235239.0,70280564.0,74.0
Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),benny blanco,571,63.7,174867.0,50426363.0,73.0
Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,572,63.7,241715.0,56568076.0,78.0
"Besharam Rang (From ""Pathaan"")","Besharam Rang (From ""Pathaan"")",Vishal-Shekhar,574,63.5,10974.0,8344652.0,66.0
Cheques,Still Rollin,Shubh,576,63.4,18698.0,9458603.0,73.0
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton,577,63.3,257132.0,93789915.0,72.0
VAGABUNDO,VAGABUNDO,Sebastian Yatra,578,63.3,44292.0,44021764.0,75.0
Cheap Thrills,Cheap Thrills,Sia,580,63.2,161840.0,45579916.0,70.0
Yummy,Yummy,Justin Bieber,579,63.2,96177.0,23338709.0,62.0
Wishing Well,Legends Never Die,Juice WRLD,583,63.1,157381.0,25837638.0,71.0
Too Good At Goodbyes,Too Good At Goodbyes,Sam Smith,584,62.9,157801.0,71564108.0,78.0
SPECIALZ,SPECIALZ,King Gnu,585,62.8,22972.0,6194085.0,78.0
Ta Ta Ta,Bayanni,Bayanni,586,62.8,31737.0,2778661.0,62.0
Un Finde | CROSSOVER #2,Un Finde | CROSSOVER #2,Big One,588,62.6,34991.0,12554230.0,72.0
There's Nothing Holdin' Me Back,Illuminate,Shawn Mendes,589,62.6,185796.0,81455782.0,80.0
Gulabi Sadi,Gulabi Sadi,Sanju Rathod,587,62.6,983.0,2100536.0,69.0
Breaking Me,Breaking Me (feat. A7S),Topic,590,62.5,184002.0,50489973.0,69.0
Belong Together,Belong Together - Single,Mark Ambor,592,62.4,19001.0,153692182.0,87.0
Shake It Off,1989 (Deluxe),Taylor Swift,593,62.3,162649.0,73697294.0,74.0
La Curiosidad,Platonicos,Jay Wheeler,595,62.1,107383.0,57705968.0,78.0
EL MAKINON,EL MAKINON,KAROL G,596,62.0,69491.0,28426363.0,69.0
In The Stars,In The Stars,Benson Boone,597,61.9,107667.0,48040727.0,74.0
Shirt,Shirt,SZA,598,61.9,68997.0,24096906.0,73.0
Tiryakinim,Tiryakinim,Bayhan,599,61.8,1805.0,4615455.0,71.0
Call Out My Name,"My Dear Melancholy,",The Weeknd,603,61.6,229909.0,75001452.0,79.0
THE GREATEST,HIT ME HARD AND SOFT,Billie Eilish,606,61.5,4192.0,13299713.0,84.0
X - Remix,X (Remix),Nicky Jam,605,61.5,36912.0,15902955.0,60.0
223's (feat. 9lokknine),223's (feat. 9lokknine),YNW Melly,609,61.4,97431.0,11914330.0,64.0
Saami Saami,"Saami Saami (From ""Pushpa - The Rise Part - 01"") - Single",Mounika Yadav,608,61.4,3192.0,1364915.0,49.0
Mask Off,EPIC AF,Future,614,61.3,281838.0,66110271.0,77.0
BON,No.O -ring-,Number_i,613,61.3,133.0,4401335.0,70.0
Before You Go,Divinely Uninspired To a Hellish Extent (Extended Edition),Lewis Capaldi,611,61.3,211573.0,106250249.0,77.0
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,610,61.3,95507.0,22395876.0,67.0
Queencard,I feel,(G)I-DLE,616,61.2,25925.0,7047731.0,72.0
RAPSTAR,RAPSTAR,Polo G,615,61.2,218155.0,31818910.0,72.0
Say Yes To Heaven,Say Yes To Heaven (sim0ne & Melo Nada Remix),Lana Del Rey,620,61.1,73253.0,71366345.0,80.0
Maan Meri Jaan,Champagne Talk,King,621,61.0,25221.0,7852722.0,71.0
Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),Saweetie,622,61.0,95775.0,30817811.0,66.0
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,624,61.0,120975.0,28691304.0,66.0
SICKO MODE,ASTROWORLD,Travis Scott,626,60.9,330314.0,97027433.0,77.0
Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,630,60.6,53386.0,35912569.0,71.0
The Kind of Love We Make,The Kind of Love We Make,Luke Combs,628,60.6,68177.0,14091711.0,75.0
Europapa,Europapa,Joost,629,60.6,12493.0,25123151.0,81.0
OMG,NewJeans 'OMG',NewJeans,632,60.5,53019.0,18823180.0,75.0
PUNTO 40,PUNTO 40 - Single,Rauw Alejandro,635,60.4,56179.0,20926929.0,67.0
In The Name Of Love,Pacha 2017,Martin Garrix,637,60.4,164935.0,69180262.0,75.0
Shorty Party,Shorty Party,Cartel De Santa,633,60.4,28785.0,11052463.0,69.0
Drama,Drama - The 4th Mini Album,aespa,634,60.4,11991.0,12559068.0,78.0
Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,636,60.4,190615.0,90132900.0,74.0
Callaita,Callaita,Bad Bunny,638,60.0,156477.0,70813159.0,70.0
How Do I Say Goodbye,How Do I Say Goodbye,Dean Lewis,639,59.9,86820.0,35269550.0,69.0
Hundred Miles (Sped Up Version),Hundred Miles (Sped Up Version) [feat. Gabriela Richardson] - Single,Yall,641,59.7,4532.0,1638498.0,48.0
SNAP,SNAP,Rosa Linn,643,59.7,99333.0,60341587.0,79.0
Criminal,Criminal,NATTI NATASHA,648,59.6,84086.0,32287923.0,69.0
Chantaje,Chantaje,Shakira,646,59.6,96248.0,34837159.0,72.0
Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,645,59.6,222576.0,40254416.0,69.0
Psycho,Psycho (feat. Ty Dolla $ign),Post Malone,650,59.5,183827.0,31780671.0,70.0
Casanova,Casanova,Soolking,649,59.5,46669.0,12795882.0,72.0
Holanda,Holanda,Jhayco,651,59.5,51073.0,31619869.0,73.0
Cough,Cough,Kizz Daniel,655,59.3,24888.0,4522560.0,62.0
Afraid To Feel,Afraid To Feel,LF SYSTEM,656,59.3,146218.0,60783514.0,74.0
Wow.,Wow.,Post Malone,657,59.3,201840.0,56914511.0,74.0
Radioactive,Hear Me EP,Imagine Dragons,654,59.3,236427.0,68978853.0,75.0
RITMO (Bad Boys For Life),RITMO (Bad Boys For Life),Black Eyed Peas,659,59.2,155959.0,47278163.0,65.0
hot girl bummer,hot girl bummer,blackbear,658,59.2,198773.0,30644248.0,70.0
Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),Sam Smith,663,59.1,113525.0,53504146.0,71.0
Heartbreak Anniversary,HEARTBREAK ANNIVERSARY,Giveon,665,59.1,189404.0,63215005.0,75.0
Toxic,Faded,BoyWithUke,662,59.1,145080.0,16730668.0,69.0
Tennessee Whiskey,Tennessee Whiskey,Chris Stapleton,661,59.1,162233.0,36021163.0,77.0
Up,Up (Instrumental),Cardi B,664,59.1,97970.0,34102798.0,65.0
Sabor Fresa,Sabor Fresa,Fuerza Regida,668,58.9,37578.0,22883474.0,77.0
MON LOVE OHO,MON LOVE OHO,Liamsi,666,58.9,12008.0,950490.0,48.0
Surround Sound (feat. 21 Savage & Baby Tate),Surround Sound (feat. 21 Savage & Baby Tate),JID,667,58.9,170892.0,80727459.0,79.0
Super Gremlin,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,Kodak Black,672,58.8,123862.0,25561593.0,63.0
Natural,Natural,Imagine Dragons,674,58.8,154255.0,36941962.0,75.0
La Triple M,La Triple M,Mawell,671,58.8,9405.0,3224288.0,59.0
OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,675,58.8,165912.0,33706762.0,70.0
High Hopes,High Hopes On Saturday Night,Panic! At The Disco,678,58.7,207598.0,99517459.0,75.0
Side To Side,Dangerous Woman,Ariana Grande,680,58.6,120921.0,38322144.0,70.0
Build a Bitch,Build a Bitch,Bella Poarch,682,58.5,81642.0,21651326.0,63.0
"Natanael Cano: Bzrp Music Sessions, Vol. 59","Natanael Cano: Bzrp Music Sessions, Vol. 59",Bizarrap,683,58.4,6242.0,27462520.0,79.0
Y LLORO,$AD BOYZ 4 LIFE II,Junior H,685,58.3,16161.0,16393454.0,80.0
Streets,Hot Pink,Doja Cat,686,58.3,154003.0,62848076.0,75.0
How We Roll,How We Roll,Ciara,684,58.3,11757.0,1829300.0,53.0
"Satranga (From ""Animal"")","Satranga (From ""Animal"") - Single",Arijit Singh,690,58.2,9450.0,15024564.0,76.0
My Universe,My Universe,Coldplay,688,58.2,124247.0,79296537.0,71.0
Peaches & Eggplants (feat. 21 Savage),Peaches & Eggplants (feat. 21 Savage),Young Nudy,689,58.2,54118.0,15660760.0,64.0
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,691,58.1,103369.0,11693843.0,61.0
Thinking Out Loud,Piano Moods: 50 Songs,Ed Sheeran,693,58.0,17.0,2117.0,7.0
O Me Voy O Te Vas,O Me Voy O Te Vas,Natanael Cano,692,58.0,14009.0,22457916.0,77.0
Girls Like You (feat. Cardi B),Red Pill Blues (Deluxe),Maroon 5,694,57.9,145231.0,35076065.0,66.0
Therefore I Am,Therefore I Am,Billie Eilish,695,57.9,132298.0,34341587.0,67.0
Wish You The Best,Wish You The Best,Lewis Capaldi,701,57.8,37111.0,22160670.0,71.0
Stitches,Stitches,Shawn Mendes,700,57.8,170905.0,58551250.0,69.0
Back On 74,Back On 74,Jungle,702,57.8,61462.0,73347896.0,80.0
THIS YEAR (Blessings),THIS YEAR (Blessings) (feat. Ehis 'D' Greatest) - Single,Victor Thompson,705,57.7,45328.0,7606515.0,61.0
Fair Trade (with Travis Scott),Certified Lover Boy,Drake,708,57.6,220374.0,42648915.0,75.0
Mayores,Mayores,Becky G,709,57.6,66677.0,26417997.0,66.0
CHORRITO PA LAS ANIMAS,SIXDO,Feid,707,57.6,61360.0,26903567.0,75.0
White Horse,White Horse,Chris Stapleton,711,57.5,28835.0,15122339.0,68.0
Ojitos Rojos,Ojitos Rojos - Single,Grupo Frontera,712,57.5,20975.0,10461108.0,70.0
La Morocha,La Morocha,Luck Ra,710,57.5,17882.0,11897449.0,66.0
Who Is Your Guy?,Who Is Your Guy?,Spyro,714,57.4,6366.0,592410.0,52.0
You Right,You Right,Doja Cat,713,57.4,119953.0,44866271.0,72.0
AMG,AMG,Natanael Cano,715,57.3,51522.0,21663790.0,70.0
Bandido,Bandido,Myke Towers,717,57.2,99936.0,23605544.0,68.0
El Gordo Trae El Mando,El Gordo Trae El Mando,Chino Pacas,720,57.1,38598.0,20258181.0,76.0
52 Gaj Ka Daman,52 Gaj Ka Daman,Renuka Panwar,719,57.1,4295.0,619647.0,52.0
Go Crazy,Slime & B,Young Thug,721,57.0,126934.0,20887762.0,68.0
Roar,2013 The Hottest,Katy Perry,725,56.9,146653.0,68107488.0,73.0
No Guidance (feat. Drake),No Guidance (feat. Drake),Chris Brown,724,56.9,157003.0,35028641.0,70.0
34+35,Positions,Ariana Grande,727,56.8,97191.0,40917688.0,70.0
Permission to Dance,Butter / Permission to Dance,BTS,728,56.8,43682.0,27994315.0,68.0
changes,changes,XXXTENTACION,729,56.8,171651.0,36731138.0,70.0
Tell Ur Girlfriend,Tell Ur Girlfriend,Lay Bankz,730,56.7,10335.0,116287670.0,90.0
SPIDER,SPIDER,GIMS,731,56.6,3364.0,11637634.0,76.0
Sunday Best,Where the Light Is,Surfaces,733,56.6,151446.0,27674084.0,16.0
Guli Mata,Guli Mata,Saad Lamjarred,734,56.6,8540.0,685520.0,62.0
HOLA PERDIDA,HOLA PERDIDA,Luck Ra,732,56.6,10663.0,17155186.0,69.0
Better,Better,Khalid,736,56.5,108485.0,20494060.0,72.0
I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),Ed Sheeran,735,56.5,156748.0,74047669.0,70.0
Substitution,Substitution,Purple Disco Machine,737,56.4,36861.0,48220875.0,72.0
Automotivo Bibi Fogosa,Automotivo Bibi Fogosa,Bibi Babydoll,739,56.4,47406.0,32423214.0,36.0
MERCHO,MERCHO,LiL CaKe,738,56.4,52345.0,27129754.0,67.0
Bandook,Bandook,Nirvair Pannu,740,56.4,5825.0,638204.0,54.0
Silence,Silence,Marshmello,741,56.3,188349.0,52573571.0,77.0
Trap Queen,Trap Queen,Fetty Wap,744,56.2,201337.0,36698633.0,70.0
Sign of the Times,Sign of the Times,Harry Styles,743,56.2,191817.0,85380382.0,76.0
METAMORPHOSIS,METAMORPHOSIS,INTERWORLD,746,56.2,88566.0,48503856.0,76.0
Botella Tras Botella,Botella Tras Botella,Gera MX,747,56.2,72494.0,22027404.0,71.0
"Me, Myself & I","Me, Myself & I",G-Eazy,745,56.2,174312.0,39798446.0,73.0
"Steal The Show - From ""Elemental""","Steal The Show (From ""Elemental"")",Lauv,749,56.1,20157.0,12372416.0,68.0
Lut Gaye,Lut Gaye,Jubin Nautiyal,751,56.1,16697.0,3873550.0,56.0
Piel,Piel,Tiago PZK,748,56.1,6815.0,48721232.0,79.0
Pasoori,Pasoori,Shae Gill,750,56.1,37940.0,6753521.0,65.0
the boy is mine,eternal sunshine,Ariana Grande,752,56.0,8386.0,79812251.0,80.0
When We Were Young (The Logical Song),When We Were Young (The Logical Song),David Guetta,754,55.9,20712.0,61778572.0,3.0
Bounce When She Walk,Bounce When She Walk,Ohboyprince,753,55.9,6915.0,751599.0,45.0
"Apna Bana Le (From ""Bhediya"")","Apna Bana Le (From ""Bhediya"")",Arijit Singh,757,55.8,19757.0,12938935.0,66.0
