Track,Album Name,Artist,All Time Rank,Track Score,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,Genres
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,188,110.7,152592.0,62313059.0,78.0,"trap latino, urbano latino, latin alternative, reggaeton, latin"
Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,189,110.2,276882.0,51153940.0,67.0,"hip hop, rap"
Escapism.,Escapism. / The Thrill Is Gone.,RAYE,190,110.1,128247.0,62532855.0,75.0,"electronic, dance-pop, pop"
Stargazing,Stargazing,Myles Smith,191,109.8,9406.0,164949597.0,87.0,"indie pop, alternative pop"
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,192,109.7,239671.0,77479207.0,78.0,"hip hop, rap"
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,193,109.5,251023.0,32574699.0,72.0,"drill, new york drill, brooklyn drill"
Memories,Memories,Maroon 5,194,109.3,222804.0,49920599.0,77.0,pop
Classy 101,Classy 101,Feid,195,109.1,90726.0,70485920.0,78.0,"trap latino, urbano latino, reggaeton"
Whatever,Whatever,Kygo,196,109.0,17551.0,159961203.0,83.0,tropical house
Whatever She Wants,Whatever She Wants,Bryson Tiller,197,108.4,23181.0,114051028.0,87.0,r&b
Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,198,107.8,119783.0,95312340.0,80.0,"hypertechno, techno"
"yes, and?","yes, and?",Ariana Grande,199,107.5,22468.0,101875097.0,,pop
Without Me,Without Me,Halsey,200,107.4,198888.0,69311277.0,75.0,"electropop, alternative pop, pop"
meet the grahams,meet the grahams,Kendrick Lamar,201,107.3,8933.0,15896982.0,,"west coast hip hop, hip hop"
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,202,107.1,72252.0,68612350.0,,"hip hop, rap"
Shallow,Shallow,Lady Gaga,204,106.9,221822.0,90174192.0,78.0,"art pop, pop"
Thunder,Thunder,Imagine Dragons,203,106.9,244951.0,88329475.0,79.0,"alternative rock, arena rock, pop rock"
Rush,Rush,Ayra Starr,205,106.4,98009.0,19411516.0,67.0,"afrobeat, afropop, afrobeats, afro soul, afropiano"
abcdefu,abcdefu,GAYLE,206,106.2,193857.0,61311826.0,70.0,"alternative pop, pop"
Buga,Buga,Kizz Daniel,208,105.8,30835.0,3440925.0,57.0,"azonto, afrobeat, hiplife, afropop, afrobeats, afroswing, afropiano"
Bad Habit,Bad Habit,Steve Lacy,207,105.8,220515.0,63054597.0,73.0,"r&b, funk, indie r&b, soul"
MONEY,LALISA,LISA,210,105.5,103236.0,33637835.0,73.0,k-pop
Columbia,Columbia,Quevedo,209,105.5,84161.0,56226278.0,79.0,reggaeton
LADY GAGA,LADY GAGA,Peso Pluma,212,105.2,48370.0,25130304.0,78.0,"corridos bélicos, sierreño, corridos tumbados, corrido, banda, sad sierreño, electro corridos, música mexicana"
Woman,Planet Her,Doja Cat,211,105.2,217443.0,95985096.0,78.0,"trap, r&b, pop"
CUFF IT,RENAISSANCE,Beyoncï¿,213,104.9,100204.0,68659216.0,73.0,"rage rap, hip hop, west coast hip hop"
KING KONG,KING KONG,TREASURE,214,104.5,207.0,12311489.0,68.0,k-pop
How You Like That,How You Like That,BLACKPINK,215,104.5,82170.0,21177170.0,68.0,k-pop
Milf Song,Milf Song,The Puddleducks,216,104.5,1176.0,23110.0,28.0,"mexican hip hop, west coast hip hop, hip hop"
Nasty,Nasty,Tinashe,217,104.4,3887.0,106475497.0,76.0,alternative r&b
Superhero (Heroes & Villains),HEROES & VILLAINS,Metro Boomin,218,104.4,166277.0,62975073.0,77.0,"r&b, rap"
Panda,Panda,Desiigner,219,104.2,170002.0,34000497.0,62.0,"trap, hip hop, mumble rap"
Push Ups,Push Ups,Drake,220,103.9,14601.0,74447627.0,,"hip hop, rap"
Tattoo,Tattoo,Loreen,221,103.9,83033.0,48268736.0,77.0,europop
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,222,103.4,262313.0,116916147.0,76.0,r&b
What It Is (Block Boy) (with Kodak Black),What It Is (Versions),Doechii,223,103.3,29487.0,4775168.0,61.0,"trap, r&b, hip hop"
Gata Only,Gata Only - Single,FloyyMenor,224,103.1,1841.0,61398.0,,"reggaeton chileno, reggaeton, chilean mambo, chilean trap"
Gata Only,Gata Only - Single,FloyyMenor,224,103.1,1841.0,61398.0,,"reggaeton chileno, reggaeton, chilean mambo, chilean trap"
Illusion,Illusion,Dua Lipa,225,103.1,7430.0,117576704.0,12.0,pop
drivers license,drivers license,Olivia Rodrigo,226,102.9,250778.0,70173770.0,79.0,"soft rock, alternative pop, pop"
Used To Be Young,Endless Summer Vacation,Miley Cyrus,227,102.4,30639.0,39407660.0,69.0,"soft rock, ballad, pop"
Cupid - Twin Ver.,The Beginning: Cupid - Single,FIFTY FIFTY,229,102.3,103040.0,37365896.0,48.0,k-pop
How Sweet,How Sweet,NewJeans,228,102.3,1940.0,36883184.0,79.0,k-pop
Players,Players,Coi Leray,230,101.8,91658.0,60607887.0,67.0,"trap, pop rap, hip hop"
rockstar (feat. 21 Savage),rockstar,Post Malone,231,101.8,352745.0,82442565.0,77.0,"trap, pop rap, hip hop, pop"
Lil Somethin Somethin,Lil Somethin Somethin,Vayah,232,101.5,6.0,2392.0,,"trap, r&b, hip hop"
Con Calma,Con Calma,Daddy Yankee,236,101.4,160122.0,52701166.0,73.0,"latin, reggaeton"
Here With Me,Here With Me,d4vd,234,101.4,154178.0,58833842.0,80.0,"indie pop, alternative r&b, dark pop"
Favorite Song,Favorite Song,Toosii,235,101.4,45668.0,6252506.0,62.0,"trap, r&b, hip hop"
Si No Quieres No,Si No Quieres No - Single,Luis R Conriquez,233,101.4,5423.0,71590238.0,85.0,"corridos bélicos, sierreño, corrido, banda, electro corridos, sad sierreño, música mexicana, corridos tumbados"
Mele Kalikimaka,"Essential Classics, Vol. 166: Bing Crosby",Bing Crosby,237,101.3,52.0,50069.0,,"swing music, big band, christmas"
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,238,100.8,316054.0,50751390.0,70.0,"trap, country-trap, pop"
Voz Emplumada del Monte,Voz Emplumada - EP,Biomigrant,239,100.3,80.0,1636.0,16.0,"downtempo, organic house, latin folk"
Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,240,100.2,20404.0,26073555.0,,"country, pop, folk"
Si No Estï¿½,Si No Estï¿½ï¿½s - Si,iï¿½ï¿½igo quin,241,100.1,97057.0,33252792.0,80.0,"reggaeton, latin pop"
Glimpse of Us,Glimpse of Us,Joji,242,99.8,234936.0,83890841.0,74.0,"r&b, alternative r&b, pop"
Watermelon Sugar,Watermelon Sugar,Harry Styles,243,99.7,298135.0,159003869.0,82.0,"funk-pop, soft rock, pop"
Corazï¿½ï¿½n de Pi,Corazï¿½ï¿½n de Piedra - Si,Xavi,244,98.8,5517.0,48983734.0,82.0,"pop, latin pop"
Praise Jah In The Moonlight,Praise Jah In the Moonlight - Single,YG Marley,245,98.5,50137.0,43508958.0,70.0,"dancehall, reggae"
WHERE SHE GOES,WHERE SHE GOES,Bad Bunny,246,98.4,98440.0,37797217.0,72.0,"trap latino, urbano latino, latin, reggaeton"
Yandel 150,Yandel 150,Yandel,247,98.1,102545.0,38825844.0,70.0,"urbano latino, latin, reggaeton"
THATS WHAT I WANT,MONTERO,Lil Nas X,248,98.0,165197.0,75503476.0,72.0,"hip hop, pop, country-pop"
Todo De Ti,Todo De Ti,Rauw Alejandro,249,98.0,188874.0,76063128.0,75.0,"trap latino, urbano latino, latin, reggaeton"
Chemical,Chemical,Post Malone,250,97.6,79679.0,43648353.0,75.0,"trap, hip hop, pop"
See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,251,97.6,159571.0,73641738.0,78.0,"soft pop, rap, pop"
Drip Too Hard (Lil Baby & Gunna),Drip Too Hard,Lil Baby,252,97.5,266128.0,52476635.0,76.0,melodic rap
Shooting Star,Kep1going On,Kep1er,253,97.3,193.0,3187862.0,,k-pop
Uptown Funk,Full Circle: The Live Anthology,Mark Ronson,254,97.1,256764.0,149909699.0,77.0,"pop, funk, r&b, soul"
Dog's Plan,Thoughts Feelings,David Jackson,255,97.0,44.0,1243.0,3.0,"indie dance, nu disco, italo dance, italo disco"
love nwantiti (ah ah ah),CKay The First,CKay,256,96.9,172458.0,43607688.0,71.0,"afrobeats, afrobeat, afropop"
Mi Gente,Mi Gente,J Balvin,257,96.4,189504.0,45240294.0,69.0,"latin, reggaeton"
Late Night Talking,Harry's House,Harry Styles,258,96.4,108806.0,62563751.0,76.0,"soft rock, funk, pop"
Miss You,Miss You,Oliver Tree,261,96.2,165883.0,38563849.0,51.0,tropical house
girls like me don't cry,Girls Like Me Don't Cry,thï¿½ï,260,96.2,13220.0,8876286.0,61.0,"vietnam indie, vinahouse, v-pop, vietnamese hip hop"
Yummy Fruits and Vegetables,Yummy Fruits and Vegetables,D Billions,259,96.2,543.0,19016.0,35.0,children's music
Dakiti,Dakiti,Bad Bunny,262,96.1,245685.0,56430031.0,72.0,"trap latino, urbano latino, latin, reggaeton"
Starboy,Starboy,The Weeknd,265,95.7,366133.0,98022646.0,84.0,"french house, electronic, electro"
Sorry,Sorry,Justin Bieber,264,95.7,179545.0,89286647.0,78.0,"post-teen pop, r&b, pop"
Calling My Phone,Calling My Phone,Lil Tjay,263,95.7,213153.0,29437172.0,71.0,"melodic rap, brooklyn drill"
Pink Venom,Pink Venom,BLACKPINK,266,95.6,48251.0,22817940.0,68.0,k-pop
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,267,95.0,7079.0,134357870.0,84.0,"country pop, pop"
death bed (coffee for your head),"Some Boring, Love Stories, Pt. 2",Powfu,268,94.8,283938.0,62191957.0,74.0,bedroom pop
Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,269,94.5,155771.0,28629209.0,80.0,rap
MELTDOWN (feat. Drake),MELTDOWN (feat. Drake),Travis Scott,270,94.3,106908.0,29964622.0,74.0,"hip hop, rap"
California Gurls,Girl Power 2023,Katy Perry,271,94.2,,,,"gangster rap, hip hop, west coast hip hop, g-funk, rap, pop"
Moscow Mule,Un Verano Sin Ti,Bad Bunny,272,94.1,121256.0,44739826.0,77.0,"trap latino, urbano latino, latin, reggaeton"
Something Just Like This,Something Just Like This,The Chainsmokers,273,94.0,278237.0,128709855.0,82.0,"tropical house, dance-pop, pop"
7 rings,7 rings,Ariana Grande,274,93.9,179865.0,89518199.0,77.0,pop
Moonlight,Moonlight,Kali Uchis,275,93.1,110539.0,46729655.0,74.0,"r&b, alternative r&b, soul"
Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,276,93.1,142905.0,27025973.0,67.0,"electronic, dancehall, pop"
Bidi Bidi Bom Bom (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,277,93.0,30.0,171325.0,,"tejano, música mexicana, cumbia"
God's Plan,Diplomatic Immunity,Drake,278,92.9,313741.0,79266167.0,77.0,"hip hop, rap"
Sunroof,Sunroof,Nicky Youre,279,92.3,44652.0,23104189.0,12.0,"indie pop, alternative pop, pop"
Sunroof,Sunroof,Nicky Youre,279,92.3,44652.0,23104189.0,12.0,"indie pop, pop"
La Vï¿½ï¿½c,La Vï¿½ï¿½c,Xavi,280,92.0,24734.0,22828160.0,81.0,classical
MY EYES,UTOPIA,Travis Scott,281,91.9,103255.0,13549357.0,78.0,rap
WORK,GOLDEN HOUR : Part.1,ATEEZ,282,91.7,678.0,14542753.0,31.0,k-pop
Despacito - Remix,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,284,91.5,134700.0,39604784.0,65.0,"latin, reggaeton"
Ghost,Justice,Justin Bieber,283,91.5,151923.0,73574395.0,80.0,"r&b, electropop, pop"
Dior,Meet The Woo,Pop Smoke,285,91.4,294539.0,47391658.0,72.0,"drill, new york drill, brooklyn drill"
New Baby Shark,Pinkfong & Baby Shark's Space Adventure Songs,Pinkfong,286,91.2,13.0,164.0,17.0,"lullaby, children's music"
Breakeven,Breakeven (Official 4K Video),The Script,287,91.1,1.0,14.0,,"adult contemporary, pop"
Una Noche en Medellï¿½,Una Noche en Medellï¿½,Cris Mj,288,90.7,107431.0,27444811.0,75.0,"reggaeton chileno, reggaeton, chilean mambo, chilean trap"
SAD!,SAD!,XXXTENTACION,289,90.5,263801.0,60437070.0,75.0,emo rap
Primera Cita,La Primera Cita - Single,Carin Leon,290,90.5,35842.0,34735524.0,80.0,"ranchera, sierreño, grupera, corrido, norteño, banda, sad sierreño, música mexicana"
Efecto,Un Verano Sin Ti,Bad Bunny,292,90.1,115332.0,51081689.0,77.0,"trap latino, urbano latino, latin, reggaeton"
Dame Tu Cosita,Dame Tu Cosita,El Chombo,291,90.1,273.0,54198.0,,"dancehall, champeta, jungle, ragga, lovers rock, reggae"
Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Isadora Pompeo,293,89.6,8900.0,9760374.0,,"christian pop, brazilian pop"
Slow It Down,Slow It Down,Benson Boone,294,89.4,11945.0,116623933.0,85.0,"alternative pop, pop"
Yonaguni,Yonaguni,Bad Bunny,295,88.6,177082.0,44848091.0,71.0,"trap latino, urbano latino, latin, reggaeton"
Heathens,Heathens,Twenty One Pilots,296,88.6,241108.0,65091468.0,78.0,"alternative rock, emo, pop rock"
Whoopty,Whoopty,CJ,297,88.6,213464.0,28998615.0,61.0,dembow
Super Shy,NewJeans 'Super Shy',NewJeans,298,88.4,48103.0,22977059.0,77.0,k-pop
Happier,Happier - Single,Marshmello,299,87.9,220298.0,53040597.0,16.0,edm
HARLEY QUINN,HARLEY QUINN - Single,Fuerza Regida,301,87.7,31617.0,36745154.0,84.0,"corridos bélicos, sierreño, edm, corridos tumbados, corrido, banda, electro corridos, sad sierreño, música mexicana"
Baby Don't Hurt Me,Baby Don't Hurt Me - Single,David Guetta,300,87.7,69486.0,142546135.0,79.0,"edm, dance"
Butter,Butter,BTS,302,87.5,90160.0,40533320.0,70.0,k-pop
Cinderella,WE DON'T TRUST YOU,Future,304,87.2,21581.0,41881780.0,,rap
Calma - Remix,Calma (Remix),Pedro Capï¿,303,87.2,118846.0,37335160.0,67.0,"latin hip hop, dancehall, chilean trap"
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")","CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,305,87.1,191065.0,88781556.0,72.0,"funk, dance-pop, pop"
Say So,Hot Pink,Doja Cat,306,87.0,161574.0,48493190.0,69.0,"r&b, funk, pop"
Ransom,Ransom,Lil Tecca,307,86.8,198992.0,52412236.0,77.0,"melodic rap, rap"
Romantic Homicide,Romantic Homicide,d4vd,308,86.8,152157.0,60605828.0,81.0,"alternative pop, hyperpop, dark pop"
Pink Skies,Pink Skies,Zach Bryan,309,86.7,4611.0,98570633.0,84.0,"country, red dirt"
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,310,86.6,170648.0,55710071.0,73.0,dancehall
Danza Kuduro - Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,355,86.6,12.0,163.0,,"latin, reggaeton, pop, dance"
Danza Kuduro - Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,355,86.6,12.0,163.0,,"latin, reggaeton, pop"
Danza Kuduro - Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,355,86.6,12.0,163.0,,"pop, latin, reggaeton, dance"
Danza Kuduro - Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,355,86.6,12.0,163.0,,"latin, reggaeton, dancehall"
Danza Kuduro - Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,355,86.6,12.0,163.0,,"pop, latin, reggaeton, dance"
Cool,JnD Mix,,311,86.5,,,,Unknown
Rich Men North of Richmond,Rich Men North of Richmond - Single,Oliver Anthony Music,312,86.5,66613.0,6363839.0,74.0,country
BESO,RR,ROSALï¿½,313,86.3,81393.0,46208549.0,74.0,"trap latino, urbano latino, latin, reggaeton"
MTG QUEM Nï¿½ï¿½O QUER SO,MTG QUEM Nï¿½ï¿½O QUER SOU EU - Si,DJ TOPO,315,86.1,3022.0,40425173.0,80.0,"trap, trap funk, funk, funk consciente, brazilian funk, brazilian trap, r&b, east coast hip hop, brazilian hip hop"
Que Vuelvas,Que Vuelvas - Single,Carin Leon,314,86.1,42893.0,25716699.0,73.0,"corridos bélicos, ranchera, sierreño, tejano, grupera, corridos tumbados, corrido, norteño, banda, sad sierreño, cumbia norteña, música mexicana"
Pretty Green Eyes (Sunset Ibiza Mix),Pretty Green Eyes (Sunset Ibiza Mix),KETTAMA,316,85.9,5.0,3277306.0,,"hard house, uk garage"
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,318,85.8,152193.0,67322941.0,68.0,melodic rap
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,317,85.8,210669.0,32702397.0,70.0,"drill, new york drill, brooklyn drill, melodic rap"
Fuck Love (feat. Trippie Redd),17,XXXTENTACION,319,85.6,203617.0,35375009.0,79.0,"rage rap, melodic rap"
Rich Flex,Her Loss,Drake,320,85.5,185579.0,57165405.0,73.0,"hip hop, rap"
Standing Next to You,GOLDEN,Jung Kook,321,85.5,23181.0,58344509.0,85.0,k-pop
Congratulations,Congratulations,Post Malone,322,85.3,246374.0,81736432.0,75.0,"trap, r&b, hip hop, pop"
Do It To It,Do It To It,ACRAZE,324,85.2,238887.0,94531613.0,73.0,tech house
Tusa,Tusa,KAROL G,323,85.2,157185.0,59187880.0,68.0,"urbano latino, latin, reggaeton"
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,325,84.8,272485.0,46626350.0,71.0,"drill, new york drill, brooklyn drill"
Good Good,Good Good,USHER,326,84.7,14742.0,9204769.0,59.0,r&b
Austin,Austin - Single,Dasha,327,84.6,17900.0,169190514.0,87.0,"indie pop, pop"
Search & Rescue,Search & Rescue,Drake,329,84.6,96709.0,21646810.0,69.0,"hip hop, rap"
TULUM,TULUM,Peso Pluma,328,84.6,36912.0,13688250.0,74.0,"corridos bélicos, tejano, grupera, corridos tumbados, corrido, banda, sad sierreño, electro corridos, cumbia norteña, norteño, música mexicana"
Shivers,#NAME?,Ed Sheeran,330,84.4,188855.0,77441110.0,77.0,soft pop
Coup du marteau,Coup du marteau,Tam Sir,331,84.3,4241.0,2378348.0,,shatta
Adderall (Corvette Corvette),Adderall (Corvette Corvette),Popp Hunna,332,84.1,24868.0,4716437.0,45.0,"trap, hip hop, cloud rap"
Full Senyum Sayang,Full Senyum Sayang,Evan Loss,333,84.0,1967.0,400655.0,,"dangdut, lagu jawa, indonesian pop"
Sunroof,Sunroof,Nicky Youre,334,83.8,104690.0,38444734.0,79.0,"indie pop, alternative pop, pop"
Sunroof,Sunroof,Nicky Youre,334,83.8,104690.0,38444734.0,79.0,"indie pop, pop"
Watching Yourself Being Born,Neuroscape,Blush Response,335,83.7,13.0,191.0,,"ebm, industrial, acid techno"
Los del Espacio,Los del Espacio - Single,LIT killah,336,83.3,53671.0,24287193.0,72.0,"trap latino, trap, argentine trap, urbano latino, cuarteto, cumbia"
Taste (feat. Offset),Taste (feat. Offset),Tyga,338,83.1,217189.0,31143734.0,69.0,"trap, r&b, hip hop"
MAMIII,MAMIII,Becky G,337,83.1,80109.0,53928265.0,74.0,"urbano latino, latin, reggaeton"
Until I Found You,Until I Found You,Stephen Sanchez,339,83.0,169696.0,52678003.0,73.0,"indie pop, acoustic pop, pop"
exes,exes,Tate McRae,340,83.0,27272.0,33467589.0,,"alt-pop, teen pop, pop"
Banana (feat. Shaggy),Banana (feat. Shaggy),Conkarah,341,82.7,9067.0,1365840.0,41.0,reggae
Stick Season,Stick Season,Noah Kahan,342,82.6,113676.0,169323128.0,86.0,"indie folk, singer-songwriter, folk"
Need To Know,Need To Know,Doja Cat,344,82.5,164743.0,42269625.0,71.0,"trap, r&b, pop"
kompa pasiï¿½,kompa pasiï¿½,ýýýýýýýýýý,345,82.5,2602.0,6588032.0,78.0,"kompa, haitian kompa"
Quï¿½ï¿½ Ago,Pa' Luego Es Tarde,Yuridia,343,82.5,22919.0,12262540.0,73.0,"ballad, latin pop, pop"
Last Last,Last Last,Burna Boy,346,82.4,130203.0,16877163.0,68.0,"dancehall, afrobeat, afropop, afrobeats, afroswing, afropiano"
Ngopi Maszeh,Ngopi Maszeh,Happy Asmara,347,82.2,756.0,174523.0,,"dangdut, lagu jawa"
500lbs,500lbs,Lil Tecca,349,82.1,79228.0,26972646.0,68.0,"melodic rap, rap"
Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,348,82.1,217189.0,35225322.0,72.0,"gangster rap, hip hop, crunk, rap, memphis rap, southern hip hop"
BILLIE EILISH.,BILLIE EILISH.,Armani White,350,82.0,91114.0,29730236.0,64.0,"trap, r&b, hip hop"
ýýýýýýýýýýýý,ýýýýýýýýýýýý,YOASOBI,351,81.8,47785.0,12078942.0,69.0,"j-pop, anime"
Lï¿½ï¿½ï¿½AMOUR DE ,HIT ME HARD AND SOFT,Billie Eilish,352,81.6,5186.0,51449432.0,85.0,"alternative pop, dark pop"
Thinkinï¿½ï¿½ï¿½ B,One Thing At A Time,Morgan Wallen,353,81.5,42283.0,16439412.0,80.0,"west coast hip hop, hip hop"
Madonna,Madonna - Single,Natanael Cano,354,81.3,7265.0,54631978.0,85.0,"corridos bélicos, sierreño, corrido, banda, electro corridos, sad sierreño, música mexicana, corridos tumbados"
deja vu,deja vu,Olivia Rodrigo,355,81.3,172376.0,64346126.0,80.0,"alternative pop, pop"
6. A.M.,Motion is Emotion,Azul,356,81.1,5.0,30.0,,"indie pop, bedroom pop"
CONTIGO (with Tiï¿½ï¿½,CONTIGO (with Tiï¿½ï¿½,KAROL G,357,81.0,10306.0,87901542.0,85.0,"dancehall, urbano latino, ragga, reggaeton, roots reggae, latin, reggae"
Sequï¿½ï¿½ncia da,Sequï¿½ï¿½ncia da,TRASHXRL,358,80.8,22962.0,19586200.0,33.0,italian singer-songwriter
WILDFLOWER,HIT ME HARD AND SOFT,Billie Eilish,359,80.8,5188.0,50795354.0,87.0,"indie pop, alternative pop, pop"
Doja,Doja,Central Cee,360,80.5,192241.0,57503569.0,74.0,"drill, uk drill, grime"
Kill This Love,Kill This Love,BLACKPINK,361,80.4,63934.0,18843601.0,67.0,k-pop
Lan,Lan - Single,Zeynep Bastï¿½,362,80.3,4073.0,6852706.0,72.0,turkish hip hop
"Good Luck, Babe!","Good Luck, Babe!",Chappell Roan,363,80.2,13470.0,157502211.0,87.0,"pop, synth-pop, hyperpop"
Sweet but Psycho,Sweet but Psycho,Ava Max,365,80.1,174052.0,42966784.0,76.0,"electropop, dance-pop, pop"
Hey Mor,Hey Mor,Ozuna,364,80.1,97956.0,68983561.0,76.0,"trap latino, urbano latino, latin, reggaeton"
Ferrari,Ferrari,James Hype,366,80.1,185422.0,78359363.0,74.0,"house, tech house"
Falling,Falling,Trevor Daniel,367,80.0,225643.0,32822629.0,71.0,"trap, r&b, alternative r&b, pop"
positions,positions,Ariana Grande,368,80.0,139215.0,53934095.0,74.0,pop
Where Are You Now,Where Are You Now,Lost Frequencies,370,79.9,211823.0,114773091.0,74.0,"soft pop, tropical house"
Amor Prohibido - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,369,79.9,34.0,224573.0,,"tejano, música mexicana, cumbia"
Save Your Tears,After Hours,The Weeknd,371,79.9,304456.0,63126296.0,80.0,"r&b, synth-pop, pop"
Happier Than Ever,Happier Than Ever,Billie Eilish,372,79.9,189487.0,51228803.0,78.0,"alternative pop, pop, dark pop"
This Is What You Came For,This Is What You Came For,Calvin Harris,373,79.8,204049.0,117171040.0,79.0,edm
China,China,Anuel AA,376,79.5,137559.0,58323638.0,68.0,"trap latino, urbano latino, latin, reggaeton"
"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Idina Menzel,374,79.5,64239.0,27371339.0,69.0,musicals
Moonlight,?,XXXTENTACION,375,79.5,241112.0,41330643.0,77.0,emo rap
I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,377,79.4,2711.0,4839848.0,,country
I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,377,79.4,2711.0,4839848.0,,country
